File Design Information:

Date:       27.02.23
Time:       11:41
Revision:   88a4c57fb80b38f7e82e9b2d41894c1b26e1fcaa
Variant:    No variations
Units used: mm

"Designator,""Comment"",""Layer"",""Footprint"",""Center-X(mm)"",""Center-Y(mm)"",""Rotation"",""Description"""
"dTP30_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""159.5875"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP29_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""150.7703"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP29_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""154.3703"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP28_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""145.4211"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP28_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""149.0211"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP27_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""140.2039"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP27_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""143.8039"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP26_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""134.8801"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP26_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""138.4801"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP25_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""129.6375"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP25_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""133.2375"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP24_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""124.3137"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP24_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""127.9137"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP23_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""119.0711"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP23_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""122.6711"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP22_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""113.7727"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP22_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""117.3727"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP21_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""108.5047"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP21_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""112.1047"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP20_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""103.2063"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP20_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""106.8063"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP19_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""97.9383"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP19_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""101.5383"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP18_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""92.6653"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP18_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""96.2653"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP17_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""87.3719"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP17_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""90.9719"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP16_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""82.1243"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP16_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""85.7243"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP15_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""76.8055"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP15_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""80.4055"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP14_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""71.5579"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP14_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""75.1579"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP13_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""66.2391"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP13_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""69.8391"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP12_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""61.0169"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP12_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""64.6169"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP11_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""55.6727"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP11_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""59.2727"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP10_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""50.4505"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP10_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""54.0505"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP9_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""45.1063"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP9_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""48.7063"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP8_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""39.9095"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP8_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""43.5095"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP7_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""34.5399"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP7_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""38.1399"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP6_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""29.3685"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP6_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""32.9685"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP5_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""23.9409"",""45.0093"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP5_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""27.5409"",""45.0093"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP4_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""18.7755"",""37.0159"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP4_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""22.3755"",""37.0159"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP3_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""13.3817"",""45.0287"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP3_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""16.9817"",""45.0287"",""180"",""MOSFET (P-Channel) - low RDS on"""
"8pins1_U4,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""9.6132"",""19.6620"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins1_U2,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""15.7848"",""19.6330"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins10_U4,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""199.7785"",""19.6422"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins10_U2,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""205.9501"",""19.6132"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins9_U4,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""178.6495"",""19.6422"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins9_U2,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""184.8211"",""19.6132"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins8_U4,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""157.5206"",""19.6422"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins8_U2,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""163.6922"",""19.6132"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins7_U4,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""136.3916"",""19.6422"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins7_U2,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""142.5632"",""19.6132"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins6_U4,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""115.2626"",""19.6422"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins6_U2,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""121.4342"",""19.6132"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins5_U4,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""94.1336"",""19.6422"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins5_U2,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""100.3052"",""19.6132"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins4_U4,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""73.0047"",""19.6422"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins4_U2,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""79.1763"",""19.6132"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins3_U4,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""51.8757"",""19.6422"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins3_U2,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""58.0473"",""19.6132"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins2_U4,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""30.7467"",""19.6422"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"8pins2_U2,""SN74AHCT595PWR"",""TopLayer"",""SSOT16"",""36.9183"",""19.6132"",""270"",""8-Bit Shift Registers With 3-State Output Registers, PW0016A, LARGE T&R"""
"VR3,""50k_TRIMMER_TC33X-2-503E"",""BottomLayer"",""TC33X2503E"",""209.7183"",""56.7206"",""0"",""Variable Resistor"""
"VR1,""50k_TRIMMER_TC33X-2-503E"",""BottomLayer"",""TC33X2503E"",""210.3990"",""4.3809"",""270"",""Variable Resistor"""
